   TIME     MODE     Q              P     KINETIC      POTENTIAL          TOTAL
  530.2500  L 1      0.902556  0.059987   0.00218      -56.52305      -56.52087
  530.5000  L 1      0.917237  0.057485   0.00224      -56.52311      -56.52087
  530.7500  L 1      0.931309  0.055115   0.00237      -56.52324      -56.52087
  531.0000  L 1      0.944810  0.052925   0.00254      -56.52342      -56.52087
  531.2500  L 1      0.957790  0.050963   0.00275      -56.52362      -56.52087
  531.5000  L 1      0.970314  0.049279   0.00295      -56.52383      -56.52087
  531.7500  L 1      0.982456  0.047919   0.00314      -56.52401      -56.52087
  532.0000  L 1      0.994303  0.046925   0.00328      -56.52415      -56.52087
  532.2500  L 1      1.005951  0.046337   0.00336      -56.52423      -56.52087
  532.5000  L 1      1.017507  0.046186   0.00337      -56.52424      -56.52087
  532.7500  L 1      1.029081  0.046493   0.00330      -56.52417      -56.52087
  533.0000  L 1      1.040791  0.047271   0.00317      -56.52404      -56.52087
  533.2500  L 1      1.052753  0.048517   0.00298      -56.52386      -56.52087
  533.5000  L 1      1.065084  0.050215   0.00277      -56.52365      -56.52087
  533.7500  L 1      1.077893  0.052334   0.00256      -56.52344      -56.52087
  534.0000  L 1      1.091280  0.054827   0.00239      -56.52326      -56.52087
  534.2500  L 1      1.105330  0.057630   0.00227      -56.52314      -56.52087
  534.5000  L 1      1.120113  0.060671   0.00223      -56.52310      -56.52087
  534.7500  L 1      1.135678  0.063865   0.00228      -56.52316      -56.52087
  535.0000  L 1      1.152051  0.067125   0.00242      -56.52330      -56.52087
  535.2500  L 1      1.169239  0.070362   0.00264      -56.52351      -56.52087
  535.5000  L 1      1.187223  0.073487   0.00291      -56.52379      -56.52087
  535.7500  L 1      1.205966  0.076418   0.00322      -56.52409      -56.52087
  536.0000  L 1      1.225410  0.079083   0.00352      -56.52439      -56.52087
  536.2500  L 1      1.245480  0.081421   0.00379      -56.52466      -56.52087
  536.5000  L 1      1.266088  0.083385   0.00401      -56.52488      -56.52087
  536.7500  L 1      1.287137  0.084941   0.00416      -56.52504      -56.52087
  537.0000  L 1      1.308522  0.086074   0.00424      -56.52512      -56.52087
  537.2500  L 1      1.330137  0.086780   0.00425      -56.52513      -56.52087
  537.5000  L 1      1.351876  0.087071   0.00421      -56.52508      -56.52087
  537.7500  L 1      1.373638  0.086969   0.00412      -56.52499      -56.52087
  538.0000  L 1      1.395329  0.086508   0.00402      -56.52489      -56.52087
  538.2500  L 1      1.416865  0.085731   0.00392      -56.52479      -56.52087
  538.5000  L 1      1.438172  0.084687   0.00385      -56.52473      -56.52087
  538.7500  L 1      1.459191  0.083434   0.00384      -56.52471      -56.52087
  539.0000  L 1      1.479876  0.082033   0.00389      -56.52476      -56.52087
  539.2500  L 1      1.500200  0.080549   0.00402      -56.52489      -56.52087
  539.5000  L 1      1.520149  0.079049   0.00423      -56.52510      -56.52087
  539.7500  L 1      1.539729  0.077606   0.00452      -56.52539      -56.52087
  540.0000  L 1      1.558963  0.076289   0.00488      -56.52575      -56.52087
  540.2500  L 1      1.577890  0.075171   0.00529      -56.52616      -56.52087
  540.5000  L 1      1.596570  0.074323   0.00573      -56.52660      -56.52087
  540.7500  L 1      1.615079  0.073812   0.00618      -56.52705      -56.52087
  541.0000  L 1      1.633509  0.073702   0.00662      -56.52749      -56.52087
  541.2500  L 1      1.651968  0.074052   0.00703      -56.52790      -56.52087
  541.5000  L 1      1.670576  0.074908   0.00738      -56.52825      -56.52087
  541.7500  L 1      1.689466  0.076306   0.00767      -56.52854      -56.52087
  542.0000  L 1      1.708775  0.078268   0.00789      -56.52876      -56.52087
  542.2500  L 1      1.728645  0.080796   0.00804      -56.52891      -56.52087
  542.5000  L 1      1.749217  0.083871   0.00814      -56.52901      -56.52087
  542.7500  L 1      1.770621  0.087452   0.00820      -56.52907      -56.52087
  543.0000  L 1      1.792978  0.091472   0.00823      -56.52911      -56.52087
  543.2500  L 1      1.816385  0.095841   0.00827      -56.52915      -56.52087
  543.5000  L 1      1.840917  0.100447   0.00833      -56.52921      -56.52087
  543.7500  L 1      1.866616  0.105159   0.00843      -56.52930      -56.52087
  544.0000  L 1      1.893493  0.109831   0.00856      -56.52943      -56.52087
  544.2500  L 1      1.921516  0.114311   0.00873      -56.52960      -56.52087
  544.5000  L 1      1.950619  0.118443   0.00892      -56.52979      -56.52087
  544.7500  L 1      1.980697  0.122078   0.00912      -56.52999      -56.52087
  545.0000  L 1      2.011606  0.125076   0.00930      -56.53017      -56.52087
  545.2500  L 1      2.043172  0.127317   0.00943      -56.53031      -56.52087
  545.5000  L 1      2.075193  0.128697   0.00950      -56.53038      -56.52087
  545.7500  L 1      2.107443  0.129138   0.00948      -56.53036      -56.52087
  546.0000  L 1      2.139679  0.128587   0.00936      -56.53023      -56.52087
  546.2500  L 1      2.171651  0.127015   0.00913      -56.53000      -56.52087
  546.5000  L 1      2.203101  0.124418   0.00879      -56.52966      -56.52087
  546.7500  L 1      2.233775  0.120814   0.00835      -56.52922      -56.52087
  547.0000  L 1      2.263427  0.116242   0.00783      -56.52870      -56.52087
  547.2500  L 1      2.291819  0.110755   0.00725      -56.52812      -56.52087
  547.5000  L 1      2.318734  0.104426   0.00663      -56.52750      -56.52087
  547.7500  L 1      2.343969  0.097337   0.00599      -56.52687      -56.52087
  548.0000  L 1      2.367346  0.089580   0.00537      -56.52624      -56.52087
  548.2500  L 1      2.388711  0.081256   0.00477      -56.52564      -56.52087
  548.5000  L 1      2.407936  0.072473   0.00422      -56.52509      -56.52087
  548.7500  L 1      2.424919  0.063341   0.00373      -56.52460      -56.52087
  549.0000  L 1      2.439587  0.053978   0.00331      -56.52418      -56.52087
  549.2500  L 1      2.451898  0.044501   0.00295      -56.52383      -56.52087
  549.5000  L 1      2.461838  0.035029   0.00267      -56.52354      -56.52087
  549.7500  L 1      2.469423  0.025684   0.00245      -56.52332      -56.52087
  550.0000  L 1      2.474700  0.016584   0.00227      -56.52315      -56.52087
  550.2500  L 1      2.477745  0.007844   0.00214      -56.52301      -56.52087
  550.5000  L 1      2.478661 -0.000423   0.00203      -56.52290      -56.52087
  550.7500  L 1      2.477581 -0.008116   0.00192      -56.52279      -56.52087
  551.0000  L 1      2.474659 -0.015140   0.00181      -56.52269      -56.52087
  551.2500  L 1      2.470073 -0.021416   0.00169      -56.52257      -56.52087
  551.5000  L 1      2.464019 -0.026880   0.00156      -56.52243      -56.52087
  551.7500  L 1      2.456705 -0.031490   0.00141      -56.52228      -56.52087
  552.0000  L 1      2.448348 -0.035228   0.00125      -56.52212      -56.52087
  552.2500  L 1      2.439165 -0.038099   0.00110      -56.52198      -56.52087
  552.5000  L 1      2.429370 -0.040138   0.00099      -56.52186      -56.52087
  552.7500  L 1      2.419163 -0.041407   0.00093      -56.52181      -56.52087
  553.0000  L 1      2.408726 -0.041996   0.00095      -56.52183      -56.52087
  553.2500  L 1      2.398215 -0.042016   0.00107      -56.52195      -56.52087
  553.5000  L 1      2.387755 -0.041605   0.00131      -56.52218      -56.52087
  553.7500  L 1      2.377435 -0.040917   0.00167      -56.52255      -56.52087
  554.0000  L 1      2.367306 -0.040112   0.00216      -56.52303      -56.52087
  554.2500  L 1      2.357375 -0.039352   0.00275      -56.52362      -56.52087
  554.5000  L 1      2.347614 -0.038787   0.00342      -56.52429      -56.52087
  554.7500  L 1      2.337955 -0.038553   0.00415      -56.52502      -56.52087
  555.0000  L 1      2.328301 -0.038765   0.00489      -56.52576      -56.52087
  555.2500  L 1      2.318529 -0.039513   0.00561      -56.52649      -56.52087
  555.5000  L 1      2.308496 -0.040859   0.00628      -56.52716      -56.52087
  555.7500  L 1      2.298048 -0.042838   0.00687      -56.52774      -56.52087
  556.0000  L 1      2.287026 -0.045458   0.00735      -56.52822      -56.52087
  556.2500  L 1      2.275269 -0.048701   0.00771      -56.52858      -56.52087
  556.5000  L 1      2.262628 -0.052530   0.00796      -56.52883      -56.52087
  556.7500  L 1      2.248962 -0.056889   0.00809      -56.52897      -56.52087
  557.0000  L 1      2.234147 -0.061705   0.00813      -56.52901      -56.52087
  557.2500  L 1      2.218079 -0.066900   0.00810      -56.52897      -56.52087
  557.5000  L 1      2.200674 -0.072383   0.00801      -56.52889      -56.52087
  557.7500  L 1      2.181872 -0.078061   0.00790      -56.52877      -56.52087
  558.0000  L 1      2.161636 -0.083837   0.00779      -56.52866      -56.52087
  558.2500  L 1      2.139954 -0.089615   0.00770      -56.52857      -56.52087
  558.5000  L 1      2.116837 -0.095297   0.00764      -56.52851      -56.52087
  558.7500  L 1      2.092322 -0.100787   0.00764      -56.52851      -56.52087
  559.0000  L 1      2.066468 -0.105992   0.00769      -56.52856      -56.52087
  559.2500  L 1      2.039357 -0.110822   0.00779      -56.52867      -56.52087
  559.5000  L 1      2.011095 -0.115190   0.00794      -56.52882      -56.52087
  559.7500  L 1      1.981808 -0.119014   0.00813      -56.52900      -56.52087
  560.0000  L 1      1.951640 -0.122218   0.00832      -56.52919      -56.52087
  560.2500  L 1      1.920756 -0.124734   0.00849      -56.52937      -56.52087
  560.5000  L 1      1.889336 -0.126500   0.00863      -56.52951      -56.52087
  560.7500  L 1      1.857573 -0.127469   0.00871      -56.52958      -56.52087
  561.0000  L 1      1.825672 -0.127605   0.00870      -56.52957      -56.52087
  561.2500  L 1      1.793842 -0.126890   0.00859      -56.52947      -56.52087
  561.5000  L 1      1.762298 -0.125323   0.00838      -56.52925      -56.52087
  561.7500  L 1      1.731251 -0.122923   0.00806      -56.52894      -56.52087
  562.0000  L 1      1.700904 -0.119735   0.00766      -56.52853      -56.52087
  562.2500  L 1      1.671445 -0.115823   0.00719      -56.52807      -56.52087
  562.5000  L 1      1.643046 -0.111278   0.00669      -56.52757      -56.52087
  562.7500  L 1      1.615851 -0.106209   0.00620      -56.52707      -56.52087
  563.0000  L 1      1.589975 -0.100746   0.00574      -56.52662      -56.52087
  563.2500  L 1      1.565500 -0.095029   0.00536      -56.52623      -56.52087
  563.5000  L 1      1.542470 -0.089207   0.00508      -56.52595      -56.52087
  563.7500  L 1      1.520892 -0.083432   0.00489      -56.52576      -56.52087
  564.0000  L 1      1.500738 -0.077846   0.00481      -56.52568      -56.52087
  564.2500  L 1      1.481942 -0.072583   0.00481      -56.52568      -56.52087
  564.5000  L 1      1.464411 -0.067754   0.00487      -56.52574      -56.52087
  564.7500  L 1      1.448022 -0.063450   0.00494      -56.52582      -56.52087
  565.0000  L 1      1.432637 -0.059739   0.00501      -56.52589      -56.52087
  565.2500  L 1      1.418102 -0.056661   0.00504      -56.52591      -56.52087
  565.5000  L 1      1.404255 -0.054235   0.00499      -56.52587      -56.52087
  565.7500  L 1      1.390932 -0.052459   0.00487      -56.52574      -56.52087
  566.0000  L 1      1.377975 -0.051310   0.00466      -56.52554      -56.52087
  566.2500  L 1      1.365230 -0.050752   0.00438      -56.52525      -56.52087
  566.5000  L 1      1.352556 -0.050736   0.00404      -56.52491      -56.52087
  566.7500  L 1      1.339824 -0.051203   0.00366      -56.52453      -56.52087
  567.0000  L 1      1.326921 -0.052089   0.00327      -56.52414      -56.52087
  567.2500  L 1      1.313752 -0.053325   0.00290      -56.52377      -56.52087
  567.5000  L 1      1.300236 -0.054841   0.00258      -56.52345      -56.52087
  567.7500  L 1      1.286315 -0.056562   0.00232      -56.52319      -56.52087
  568.0000  L 1      1.271945 -0.058419   0.00215      -56.52302      -56.52087
  568.2500  L 1      1.257100 -0.060341   0.00207      -56.52295      -56.52087
  568.5000  L 1      1.241775 -0.062258   0.00209      -56.52296      -56.52087
  568.7500  L 1      1.225977 -0.064106   0.00219      -56.52307      -56.52087
  569.0000  L 1      1.209733 -0.065822   0.00237      -56.52324      -56.52087
  569.2500  L 1      1.193082 -0.067348   0.00259      -56.52346      -56.52087
  569.5000  L 1      1.176080 -0.068631   0.00283      -56.52370      -56.52087
  569.7500  L 1      1.158791 -0.069624   0.00306      -56.52393      -56.52087
  570.0000  L 1      1.141296 -0.070289   0.00326      -56.52413      -56.52087
  570.2500  L 1      1.123678 -0.070594   0.00339      -56.52426      -56.52087
  570.5000  L 1      1.106031 -0.070522   0.00343      -56.52431      -56.52087
  570.7500  L 1      1.088450 -0.070066   0.00339      -56.52426      -56.52087
  571.0000  L 1      1.071032 -0.069231   0.00325      -56.52413      -56.52087
  571.2500  L 1      1.053867 -0.068039   0.00304      -56.52391      -56.52087
  571.5000  L 1      1.037042 -0.066524   0.00277      -56.52364      -56.52087
  571.7500  L 1      1.020631 -0.064737   0.00248      -56.52335      -56.52087
  572.0000  L 1      1.004694 -0.062738   0.00220      -56.52307      -56.52087
  572.2500  L 1      0.989276 -0.060601   0.00197      -56.52285      -56.52087
  572.5000  L 1      0.974400 -0.058405   0.00183      -56.52270      -56.52087
  572.7500  L 1      0.960072 -0.056236   0.00178      -56.52266      -56.52087
  573.0000  L 1      0.946274 -0.054178   0.00185      -56.52272      -56.52087
  573.2500  L 1      0.932967 -0.052314   0.00202      -56.52290      -56.52087
  573.5000  L 1      0.920094 -0.050719   0.00228      -56.52315      -56.52087
  573.7500  L 1      0.907580 -0.049455   0.00259      -56.52346      -56.52087
  574.0000  L 1      0.895336 -0.048567   0.00291      -56.52379      -56.52087
  574.2500  L 1      0.883264 -0.048089   0.00322      -56.52410      -56.52087
  574.5000  L 1      0.871258 -0.048037   0.00348      -56.52435      -56.52087
  574.7500  L 1      0.859212 -0.048414   0.00366      -56.52454      -56.52087
  575.0000  L 1      0.847018 -0.049212   0.00376      -56.52463      -56.52087
  575.2500  L 1      0.834575 -0.050410   0.00376      -56.52463      -56.52087
  575.5000  L 1      0.821785 -0.051980   0.00368      -56.52455      -56.52087
  575.7500  L 1      0.808559 -0.053887   0.00353      -56.52440      -56.52087
  576.0000  L 1      0.794818 -0.056091   0.00334      -56.52422      -56.52087
  576.2500  L 1      0.780494 -0.058549   0.00314      -56.52402      -56.52087
  576.5000  L 1      0.765527 -0.061217   0.00296      -56.52384      -56.52087
  576.7500  L 1      0.749872 -0.064050   0.00283      -56.52370      -56.52087
  577.0000  L 1      0.733493 -0.067003   0.00276      -56.52363      -56.52087
  577.2500  L 1      0.716365 -0.070035   0.00278      -56.52365      -56.52087
  577.5000  L 1      0.698473 -0.073104   0.00289      -56.52376      -56.52087
  577.7500  L 1      0.679813 -0.076174   0.00309      -56.52397      -56.52087
  578.0000  L 1      0.660389 -0.079209   0.00339      -56.52426      -56.52087
  578.2500  L 1      0.640213 -0.082180   0.00376      -56.52463      -56.52087
  578.5000  L 1      0.619306 -0.085059   0.00417      -56.52505      -56.52087
  578.7500  L 1      0.597694 -0.087825   0.00462      -56.52549      -56.52087
  579.0000  L 1      0.575405 -0.090463   0.00506      -56.52594      -56.52087
  579.2500  L 1      0.552474 -0.092961   0.00548      -56.52635      -56.52087
  579.5000  L 1      0.528937 -0.095317   0.00584      -56.52671      -56.52087
  579.7500  L 1      0.504829 -0.097530   0.00613      -56.52701      -56.52087
  580.0000  L 1      0.480184 -0.099611   0.00635      -56.52722      -56.52087
  580.2500  L 1      0.455035 -0.101571   0.00648      -56.52735      -56.52087
  580.5000  L 1      0.429409 -0.103427   0.00654      -56.52741      -56.52087
  580.7500  L 1      0.403330 -0.105201   0.00656      -56.52743      -56.52087
  581.0000  L 1      0.376816 -0.106913   0.00655      -56.52742      -56.52087
  581.2500  L 1      0.349878 -0.108584   0.00655      -56.52742      -56.52087
  581.5000  L 1      0.322527 -0.110231   0.00659      -56.52746      -56.52087
  581.7500  L 1      0.294764 -0.111867   0.00669      -56.52756      -56.52087
  582.0000  L 1      0.266594 -0.113497   0.00687      -56.52775      -56.52087
  582.2500  L 1      0.238016 -0.115120   0.00714      -56.52802      -56.52087
  582.5000  L 1      0.209035 -0.116724   0.00749      -56.52836      -56.52087
  582.7500  L 1      0.179657 -0.118291   0.00789      -56.52876      -56.52087
  583.0000  L 1      0.149895 -0.119791   0.00831      -56.52919      -56.52087
  583.2500  L 1      0.119769 -0.121191   0.00873      -56.52961      -56.52087
  583.5000  L 1      0.089311 -0.122450   0.00911      -56.52998      -56.52087
  583.7500  L 1      0.058561 -0.123524   0.00941      -56.53029      -56.52087
  584.0000  L 1      0.027569 -0.124370   0.00962      -56.53049      -56.52087
  584.2500  L 1     -0.003600 -0.124945   0.00970      -56.53058      -56.52087
  584.5000  L 1     -0.034876 -0.125210   0.00967      -56.53055      -56.52087
  584.7500  L 1     -0.066175 -0.125129   0.00952      -56.53040      -56.52087
  585.0000  L 1     -0.097408 -0.124671   0.00927      -56.53014      -56.52087
  585.2500  L 1     -0.128476 -0.123810   0.00893      -56.52980      -56.52087
  585.5000  L 1     -0.159277 -0.122528   0.00853      -56.52940      -56.52087
  585.7500  L 1     -0.189703 -0.120811   0.00809      -56.52897      -56.52087
  586.0000  L 1     -0.219644 -0.118651   0.00765      -56.52852      -56.52087
  586.2500  L 1     -0.248991 -0.116048   0.00721      -56.52809      -56.52087
  586.5000  L 1     -0.277631 -0.113005   0.00681      -56.52768      -56.52087
  586.7500  L 1     -0.305457 -0.109533   0.00645      -56.52732      -56.52087
  587.0000  L 1     -0.332363 -0.105648   0.00614      -56.52702      -56.52087
  587.2500  L 1     -0.358248 -0.101370   0.00589      -56.52676      -56.52087
  587.5000  L 1     -0.383017 -0.096726   0.00568      -56.52655      -56.52087
  587.7500  L 1     -0.406583 -0.091746   0.00551      -56.52639      -56.52087
  588.0000  L 1     -0.428865 -0.086468   0.00537      -56.52624      -56.52087
  588.2500  L 1     -0.449795 -0.080930   0.00523      -56.52610      -56.52087
  588.5000  L 1     -0.469312 -0.075175   0.00508      -56.52595      -56.52087
  588.7500  L 1     -0.487368 -0.069250   0.00489      -56.52576      -56.52087
  589.0000  L 1     -0.503926 -0.063202   0.00465      -56.52553      -56.52087
  589.2500  L 1     -0.518962 -0.057078   0.00435      -56.52522      -56.52087
  589.5000  L 1     -0.532462 -0.050924   0.00397      -56.52485      -56.52087
  589.7500  L 1     -0.544424 -0.044782   0.00353      -56.52440      -56.52087
  590.0000  L 1     -0.554856 -0.038691   0.00302      -56.52389      -56.52087
  590.2500  L 1     -0.563774 -0.032680   0.00247      -56.52334      -56.52087
  590.5000  L 1     -0.571203 -0.026773   0.00190      -56.52277      -56.52087
  590.7500  L 1     -0.577168 -0.020980   0.00135      -56.52222      -56.52087
  591.0000  L 1     -0.581700 -0.015303   0.00085      -56.52172      -56.52087
  591.2500  L 1     -0.584827 -0.009734   0.00044      -56.52132      -56.52087
  591.5000  L 1     -0.586573 -0.004253   0.00016      -56.52103      -56.52087
  591.7500  L 1     -0.586958  0.001170   0.00002      -56.52089      -56.52087
  592.0000  L 1     -0.585991  0.006699   0.00004      -56.52091      -56.52087
  592.2500  L 1     -0.583644  0.011947   0.00022      -56.52109      -56.52088
  592.5000  L 1     -0.579982  0.017517   0.00056      -56.52142      -56.52087
  592.7500  L 1     -0.574921  0.022858   0.00100      -56.52188      -56.52088
  593.0000  L 1     -0.568517  0.028463   0.00155      -56.52242      -56.52087
  593.2500  L 1     -0.560700  0.034059   0.00215      -56.52303      -56.52087
  593.5000  L 1     -0.551475  0.039770   0.00277      -56.52365      -56.52087
  593.7500  L 1     -0.540813  0.045546   0.00338      -56.52425      -56.52087
  594.0000  L 1     -0.528699  0.051374   0.00393      -56.52481      -56.52087
  594.2500  L 1     -0.515126  0.057226   0.00442      -56.52529      -56.52087
  594.5000  L 1     -0.500089  0.063066   0.00483      -56.52570      -56.52087
  594.7500  L 1     -0.483599  0.068852   0.00516      -56.52603      -56.52087
  595.0000  L 1     -0.465673  0.074542   0.00541      -56.52628      -56.52087
  595.2500  L 1     -0.446341  0.080091   0.00559      -56.52647      -56.52087
  595.5000  L 1     -0.425644  0.085454   0.00573      -56.52661      -56.52087
  595.7500  L 1     -0.403634  0.090588   0.00585      -56.52672      -56.52087
  596.0000  L 1     -0.380374  0.095452   0.00596      -56.52683      -56.52087
  596.2500  L 1     -0.355935  0.100011   0.00609      -56.52696      -56.52087
  596.5000  L 1     -0.330397  0.104230   0.00625      -56.52712      -56.52087
  596.7500  L 1     -0.303850  0.108084   0.00645      -56.52732      -56.52087
  597.0000  L 1     -0.276388  0.111548   0.00670      -56.52757      -56.52087
  597.2500  L 1     -0.248111  0.114605   0.00701      -56.52788      -56.52087
  597.5000  L 1     -0.219121  0.117242   0.00736      -56.52823      -56.52087
  597.7500  L 1     -0.189526  0.119453   0.00774      -56.52862      -56.52087
  598.0000  L 1     -0.159431  0.121237   0.00815      -56.52902      -56.52087
  598.2500  L 1     -0.128943  0.122597   0.00855      -56.52942      -56.52087
  598.5000  L 1     -0.098167  0.123545   0.00892      -56.52979      -56.52087
  598.7500  L 1     -0.067204  0.124097   0.00923      -56.53010      -56.52087
  599.0000  L 1     -0.036151  0.124272   0.00947      -56.53034      -56.52087
  599.2500  L 1     -0.005098  0.124099   0.00960      -56.53048      -56.52087
  599.5000  L 1      0.025872  0.123609   0.00963      -56.53050      -56.52087
  599.7500  L 1      0.056682  0.122839   0.00953      -56.53040      -56.52087
  600.0000  L 1      0.087269  0.121827   0.00932      -56.53019      -56.52087
  600.2500  L 1      0.117578  0.120617   0.00900      -56.52987      -56.52087
  600.5000  L 1      0.147563  0.119250   0.00861      -56.52948      -56.52087
  600.7500  L 1      0.177191  0.117768   0.00817      -56.52904      -56.52087
  601.0000  L 1      0.206439  0.116209   0.00772      -56.52859      -56.52087
  601.2500  L 1      0.235291  0.114605   0.00729      -56.52817      -56.52087
  601.5000  L 1      0.263739  0.112983   0.00692      -56.52780      -56.52087
  601.7500  L 1      0.291782  0.111361   0.00663      -56.52750      -56.52087
  602.0000  L 1      0.319420  0.109747   0.00643      -56.52730      -56.52087
  602.2500  L 1      0.346656  0.108143   0.00631      -56.52718      -56.52087
  602.5000  L 1      0.373492  0.106540   0.00627      -56.52714      -56.52087
  602.7500  L 1      0.399926  0.104925   0.00627      -56.52714      -56.52087
  603.0000  L 1      0.425952  0.103278   0.00628      -56.52716      -56.52087
  603.2500  L 1      0.451559  0.101574   0.00629      -56.52716      -56.52087
  603.5000  L 1      0.476731  0.099792   0.00625      -56.52712      -56.52087
  603.7500  L 1      0.501445  0.097907   0.00614      -56.52701      -56.52087
  604.0000  L 1      0.525673  0.095900   0.00596      -56.52683      -56.52087
  604.2500  L 1      0.549382  0.093756   0.00569      -56.52656      -56.52087
  604.5000  L 1      0.572537  0.091466   0.00535      -56.52622      -56.52087
  604.7500  L 1      0.595100  0.089027   0.00495      -56.52583      -56.52087
  605.0000  L 1      0.617036  0.086443   0.00452      -56.52540      -56.52087
  605.2500  L 1      0.638309  0.083724   0.00409      -56.52496      -56.52087
  605.5000  L 1      0.658888  0.080886   0.00367      -56.52454      -56.52087
  605.7500  L 1      0.678743  0.077950   0.00330      -56.52417      -56.52087
  606.0000  L 1      0.697856  0.074943   0.00300      -56.52387      -56.52087
  606.2500  L 1      0.716211  0.071897   0.00278      -56.52365      -56.52087
  606.5000  L 1      0.733804  0.068845   0.00266      -56.52353      -56.52087
  606.7500  L 1      0.750637  0.065828   0.00263      -56.52351      -56.52087
  607.0000  L 1      0.766724  0.062886   0.00269      -56.52357      -56.52087
  607.2500  L 1      0.782090  0.060064   0.00282      -56.52370      -56.52087
  607.5000  L 1      0.796769  0.057405   0.00301      -56.52388      -56.52087
  607.7500  L 1      0.810809  0.054956   0.00321      -56.52408      -56.52087
  608.0000  L 1      0.824268  0.052763   0.00341      -56.52428      -56.52087
  608.2500  L 1      0.837215  0.050869   0.00357      -56.52444      -56.52087
  608.5000  L 1      0.849730  0.049315   0.00367      -56.52455      -56.52087
  608.7500  L 1      0.861903  0.048138   0.00369      -56.52457      -56.52087
  609.0000  L 1      0.873832  0.047367   0.00362      -56.52450      -56.52087
  609.2500  L 1      0.885620  0.047024   0.00346      -56.52434      -56.52087
  609.5000  L 1      0.897378  0.047118   0.00323      -56.52410      -56.52087
  609.7500  L 1      0.909213  0.047648   0.00293      -56.52381      -56.52087
  610.0000  L 1      0.921234  0.048597   0.00261      -56.52349      -56.52087
  610.2500  L 1      0.933541  0.049932   0.00230      -56.52318      -56.52087
  610.5000  L 1      0.946225  0.051606   0.00204      -56.52292      -56.52087
  610.7500  L 1      0.959364  0.053558   0.00186      -56.52274      -56.52087
  611.0000  L 1      0.973019  0.055714   0.00178      -56.52266      -56.52087
  611.2500  L 1      0.987231  0.057994   0.00181      -56.52269      -56.52087
  611.5000  L 1      1.002020  0.060314   0.00195      -56.52282      -56.52087
  611.7500  L 1      1.017384  0.062589   0.00216      -56.52304      -56.52087
  612.0000  L 1      1.033304  0.064739   0.00244      -56.52331      -56.52087
  612.2500  L 1      1.049737  0.066689   0.00273      -56.52361      -56.52087
  612.5000  L 1      1.066625  0.068373   0.00301      -56.52389      -56.52087
  612.7500  L 1      1.083895  0.069738   0.00324      -56.52412      -56.52087
  613.0000  L 1      1.101462  0.070745   0.00340      -56.52427      -56.52087
  613.2500  L 1      1.119234  0.071372   0.00347      -56.52434      -56.52087
  613.5000  L 1      1.137113  0.071607   0.00344      -56.52431      -56.52087
  613.7500  L 1      1.155003  0.071457   0.00333      -56.52421      -56.52087
  614.0000  L 1      1.172808  0.070937   0.00316      -56.52403      -56.52087
  614.2500  L 1      1.190441  0.070077   0.00294      -56.52381      -56.52087
  614.5000  L 1      1.207820  0.068913   0.00271      -56.52358      -56.52087
  614.7500  L 1      1.224875  0.067492   0.00249      -56.52336      -56.52087
  615.0000  L 1      1.241548  0.065867   0.00232      -56.52319      -56.52087
  615.2500  L 1      1.257796  0.064094   0.00221      -56.52308      -56.52087
  615.5000  L 1      1.273588  0.062237   0.00218      -56.52306      -56.52087
  615.7500  L 1      1.288913  0.060362   0.00225      -56.52312      -56.52087
  616.0000  L 1      1.303773  0.058538   0.00241      -56.52328      -56.52087
  616.2500  L 1      1.318191  0.056835   0.00266      -56.52353      -56.52087
  616.5000  L 1      1.332207  0.055327   0.00297      -56.52385      -56.52087
  616.7500  L 1      1.345877  0.054086   0.00334      -56.52421      -56.52087
  617.0000  L 1      1.359278  0.053184   0.00374      -56.52461      -56.52087
  617.2500  L 1      1.372503  0.052691   0.00413      -56.52500      -56.52087
  617.5000  L 1      1.385662  0.052673   0.00449      -56.52536      -56.52087
  617.7500  L 1      1.398883  0.053189   0.00479      -56.52567      -56.52087
  618.0000  L 1      1.412304  0.054291   0.00503      -56.52590      -56.52087
  618.2500  L 1      1.426079  0.056017   0.00518      -56.52605      -56.52087
  618.5000  L 1      1.440365  0.058391   0.00525      -56.52613      -56.52087
  618.7500  L 1      1.455327  0.061418   0.00526      -56.52613      -56.52087
  619.0000  L 1      1.471125  0.065080   0.00522      -56.52609      -56.52087
  619.2500  L 1      1.487914  0.069338   0.00516      -56.52603      -56.52087
  619.5000  L 1      1.505836  0.074127   0.00512      -56.52599      -56.52087
  619.7500  L 1      1.525012  0.079357   0.00512      -56.52599      -56.52087
  620.0000  L 1      1.545540  0.084917   0.00520      -56.52607      -56.52087
  620.2500  L 1      1.567486  0.090676   0.00538      -56.52625      -56.52087
  620.5000  L 1      1.590883  0.096493   0.00565      -56.52652      -56.52087
  620.7500  L 1      1.615725  0.102218   0.00602      -56.52689      -56.52087
  621.0000  L 1      1.641972  0.107702   0.00646      -56.52733      -56.52087
  621.2500  L 1      1.669545  0.112802   0.00694      -56.52781      -56.52087
  621.5000  L 1      1.698331  0.117385   0.00743      -56.52830      -56.52087
  621.7500  L 1      1.728185  0.121338   0.00790      -56.52877      -56.52087
  622.0000  L 1      1.758939  0.124565   0.00830      -56.52917      -56.52087
  622.2500  L 1      1.790401  0.126996   0.00862      -56.52950      -56.52087
  622.5000  L 1      1.822366  0.128582   0.00884      -56.52972      -56.52087
  622.7500  L 1      1.854619  0.129298   0.00896      -56.52983      -56.52087
