   TIME     MODE     Q              P     KINETIC      POTENTIAL          TOTAL
 1319.0000  L 1      2.391644 -0.032174   0.00229      -56.52316      -56.52087
 1319.2500  L 1      2.383493 -0.033082   0.00292      -56.52379      -56.52087
 1319.5000  L 1      2.375076 -0.034323   0.00359      -56.52446      -56.52087
 1319.7500  L 1      2.366299 -0.035972   0.00427      -56.52514      -56.52087
 1320.0000  L 1      2.357052 -0.038088   0.00493      -56.52580      -56.52087
 1320.2500  L 1      2.347214 -0.040706   0.00555      -56.52642      -56.52087
 1320.5000  L 1      2.336658 -0.043838   0.00611      -56.52698      -56.52087
 1320.7500  L 1      2.325254 -0.047477   0.00659      -56.52746      -56.52087
 1321.0000  L 1      2.312880 -0.051598   0.00698      -56.52785      -56.52087
 1321.2500  L 1      2.299420 -0.056158   0.00729      -56.52816      -56.52087
 1321.5000  L 1      2.284771 -0.061102   0.00752      -56.52839      -56.52087
 1321.7500  L 1      2.268844 -0.066361   0.00768      -56.52856      -56.52087
 1322.0000  L 1      2.251571 -0.071863   0.00779      -56.52866      -56.52087
 1322.2500  L 1      2.232900 -0.077525   0.00786      -56.52873      -56.52087
 1322.5000  L 1      2.212803 -0.083263   0.00791      -56.52878      -56.52087
 1322.7500  L 1      2.191270 -0.088992   0.00795      -56.52882      -56.52087
 1323.0000  L 1      2.168315 -0.094624   0.00800      -56.52887      -56.52087
 1323.2500  L 1      2.143974 -0.100075   0.00807      -56.52894      -56.52087
 1323.5000  L 1      2.118301 -0.105259   0.00816      -56.52903      -56.52087
 1323.7500  L 1      2.091373 -0.110097   0.00827      -56.52915      -56.52087
 1324.0000  L 1      2.063288 -0.114511   0.00841      -56.52929      -56.52087
 1324.2500  L 1      2.034159 -0.118428   0.00856      -56.52944      -56.52087
 1324.5000  L 1      2.004121 -0.121781   0.00872      -56.52959      -56.52087
 1324.7500  L 1      1.973321 -0.124509   0.00886      -56.52973      -56.52087
 1325.0000  L 1      1.941923 -0.126562   0.00896      -56.52984      -56.52087
 1325.2500  L 1      1.910101 -0.127896   0.00902      -56.52990      -56.52087
 1325.5000  L 1      1.878038 -0.128482   0.00902      -56.52989      -56.52087
 1325.7500  L 1      1.845924 -0.128303   0.00895      -56.52982      -56.52087
 1326.0000  L 1      1.813951 -0.127359   0.00879      -56.52966      -56.52087
 1326.2500  L 1      1.782308 -0.125664   0.00855      -56.52943      -56.52087
 1326.5000  L 1      1.751179 -0.123254   0.00825      -56.52912      -56.52087
 1326.7500  L 1      1.720737 -0.120180   0.00788      -56.52875      -56.52087
 1327.0000  L 1      1.691139 -0.116515   0.00748      -56.52835      -56.52087
 1327.2500  L 1      1.662522 -0.112346   0.00706      -56.52793      -56.52087
 1327.5000  L 1      1.635000 -0.107778   0.00665      -56.52753      -56.52087
 1327.7500  L 1      1.608657 -0.102924   0.00628      -56.52715      -56.52087
 1328.0000  L 1      1.583551 -0.097908   0.00597      -56.52684      -56.52087
 1328.2500  L 1      1.559706 -0.092855   0.00571      -56.52659      -56.52087
 1328.5000  L 1      1.537116 -0.087886   0.00553      -56.52641      -56.52087
 1328.7500  L 1      1.515746 -0.083117   0.00541      -56.52629      -56.52087
 1329.0000  L 1      1.495532 -0.078651   0.00535      -56.52622      -56.52087
 1329.2500  L 1      1.476388 -0.074573   0.00531      -56.52618      -56.52087
 1329.5000  L 1      1.458208 -0.070952   0.00528      -56.52615      -56.52087
 1329.7500  L 1      1.440871 -0.067837   0.00523      -56.52610      -56.52087
 1330.0000  L 1      1.424246 -0.065257   0.00515      -56.52603      -56.52087
 1330.2500  L 1      1.408199 -0.063222   0.00503      -56.52590      -56.52087
 1330.5000  L 1      1.392592 -0.061727   0.00485      -56.52573      -56.52087
 1330.7500  L 1      1.377293 -0.060752   0.00462      -56.52550      -56.52087
 1331.0000  L 1      1.362177 -0.060262   0.00435      -56.52523      -56.52087
 1331.2500  L 1      1.347127 -0.060217   0.00405      -56.52492      -56.52087
 1331.5000  L 1      1.332037 -0.060566   0.00374      -56.52461      -56.52087
 1331.7500  L 1      1.316817 -0.061255   0.00343      -56.52430      -56.52087
 1332.0000  L 1      1.301387 -0.062225   0.00314      -56.52402      -56.52087
 1332.2500  L 1      1.285686 -0.063416   0.00290      -56.52378      -56.52087
 1332.5000  L 1      1.269667 -0.064766   0.00272      -56.52359      -56.52087
 1332.7500  L 1      1.253296 -0.066215   0.00261      -56.52348      -56.52087
 1333.0000  L 1      1.236556 -0.067705   0.00256      -56.52343      -56.52087
 1333.2500  L 1      1.219445 -0.069178   0.00258      -56.52345      -56.52087
 1333.5000  L 1      1.201973 -0.070581   0.00266      -56.52353      -56.52087
 1333.7500  L 1      1.184164 -0.071864   0.00278      -56.52365      -56.52087
 1334.0000  L 1      1.166055 -0.072981   0.00293      -56.52380      -56.52087
 1334.2500  L 1      1.147691 -0.073894   0.00308      -56.52396      -56.52087
 1334.5000  L 1      1.129129 -0.074567   0.00322      -56.52410      -56.52087
 1334.7500  L 1      1.110430 -0.074978   0.00333      -56.52420      -56.52087
 1335.0000  L 1      1.091664 -0.075109   0.00339      -56.52426      -56.52087
 1335.2500  L 1      1.072901 -0.074953   0.00339      -56.52426      -56.52087
 1335.5000  L 1      1.054212 -0.074515   0.00333      -56.52421      -56.52087
 1335.7500  L 1      1.035667 -0.073809   0.00322      -56.52409      -56.52087
 1336.0000  L 1      1.017329 -0.072863   0.00306      -56.52393      -56.52087
 1336.2500  L 1      0.999255 -0.071712   0.00288      -56.52375      -56.52087
 1336.5000  L 1      0.981488 -0.070404   0.00270      -56.52357      -56.52087
 1336.7500  L 1      0.964063 -0.068994   0.00255      -56.52342      -56.52087
 1337.0000  L 1      0.946996 -0.067543   0.00244      -56.52331      -56.52087
 1337.2500  L 1      0.930290 -0.066116   0.00240      -56.52327      -56.52087
 1337.5000  L 1      0.913930 -0.064779   0.00243      -56.52330      -56.52087
 1337.7500  L 1      0.897888 -0.063594   0.00254      -56.52341      -56.52087
 1338.0000  L 1      0.882115 -0.062621   0.00271      -56.52359      -56.52087
 1338.2500  L 1      0.866555 -0.061910   0.00294      -56.52381      -56.52087
 1338.5000  L 1      0.851136 -0.061499   0.00319      -56.52406      -56.52087
 1338.7500  L 1      0.835779 -0.061417   0.00345      -56.52432      -56.52087
 1339.0000  L 1      0.820400 -0.061681   0.00368      -56.52456      -56.52087
 1339.2500  L 1      0.804911 -0.062296   0.00388      -56.52475      -56.52087
 1339.5000  L 1      0.789224 -0.063258   0.00402      -56.52490      -56.52087
 1339.7500  L 1      0.773255 -0.064553   0.00411      -56.52498      -56.52087
 1340.0000  L 1      0.756923 -0.066160   0.00414      -56.52501      -56.52087
 1340.2500  L 1      0.740154 -0.068051   0.00412      -56.52499      -56.52087
 1340.5000  L 1      0.722878 -0.070195   0.00406      -56.52493      -56.52087
 1340.7500  L 1      0.705039 -0.072557   0.00399      -56.52486      -56.52087
 1341.0000  L 1      0.686586 -0.075102   0.00393      -56.52480      -56.52087
 1341.2500  L 1      0.667477 -0.077792   0.00389      -56.52476      -56.52087
 1341.5000  L 1      0.647681 -0.080590   0.00389      -56.52476      -56.52087
 1341.7500  L 1      0.627176 -0.083461   0.00395      -56.52482      -56.52087
 1342.0000  L 1      0.605948 -0.086372   0.00407      -56.52495      -56.52087
 1342.2500  L 1      0.583990 -0.089290   0.00427      -56.52514      -56.52087
 1342.5000  L 1      0.561304 -0.092187   0.00453      -56.52541      -56.52087
 1342.7500  L 1      0.537900 -0.095038   0.00486      -56.52573      -56.52087
 1343.0000  L 1      0.513791 -0.097821   0.00523      -56.52610      -56.52087
 1343.2500  L 1      0.488997 -0.100518   0.00563      -56.52651      -56.52087
 1343.5000  L 1      0.463541 -0.103115   0.00605      -56.52692      -56.52087
 1343.7500  L 1      0.437449 -0.105603   0.00646      -56.52733      -56.52087
 1344.0000  L 1      0.410750 -0.107976   0.00684      -56.52772      -56.52087
 1344.2500  L 1      0.383471 -0.110235   0.00718      -56.52806      -56.52087
 1344.5000  L 1      0.355643 -0.112380   0.00748      -56.52835      -56.52087
 1344.7500  L 1      0.327291 -0.114418   0.00771      -56.52858      -56.52087
 1345.0000  L 1      0.298443 -0.116355   0.00789      -56.52877      -56.52087
 1345.2500  L 1      0.269122 -0.118198   0.00803      -56.52890      -56.52087
 1345.5000  L 1      0.239352 -0.119953   0.00813      -56.52900      -56.52087
 1345.7500  L 1      0.209154 -0.121625   0.00821      -56.52908      -56.52087
 1346.0000  L 1      0.178548 -0.123211   0.00829      -56.52916      -56.52087
 1346.2500  L 1      0.147556 -0.124707   0.00838      -56.52926      -56.52087
 1346.5000  L 1      0.116203 -0.126101   0.00850      -56.52938      -56.52087
 1346.7500  L 1      0.084516 -0.127373   0.00865      -56.52952      -56.52087
 1347.0000  L 1      0.052528 -0.128498   0.00883      -56.52970      -56.52087
 1347.2500  L 1      0.020281 -0.129445   0.00902      -56.52989      -56.52087
 1347.5000  L 1     -0.012177 -0.130177   0.00921      -56.53008      -56.52087
 1347.7500  L 1     -0.044787 -0.130653   0.00938      -56.53026      -56.52087
 1348.0000  L 1     -0.077479 -0.130831   0.00951      -56.53039      -56.52087
 1348.2500  L 1     -0.110173 -0.130668   0.00958      -56.53046      -56.52087
 1348.5000  L 1     -0.142780 -0.130124   0.00957      -56.53044      -56.52087
 1348.7500  L 1     -0.175200 -0.129161   0.00946      -56.53034      -56.52087
 1349.0000  L 1     -0.207323 -0.127748   0.00926      -56.53013      -56.52087
 1349.2500  L 1     -0.239033 -0.125857   0.00895      -56.52983      -56.52087
 1349.5000  L 1     -0.270209 -0.123470   0.00856      -56.52943      -56.52087
 1349.7500  L 1     -0.300725 -0.120576   0.00808      -56.52896      -56.52087
 1350.0000  L 1     -0.330454 -0.117169   0.00755      -56.52842      -56.52087
 1350.2500  L 1     -0.359267 -0.113254   0.00697      -56.52784      -56.52087
 1350.5000  L 1     -0.387039 -0.108840   0.00637      -56.52724      -56.52087
 1350.7500  L 1     -0.413646 -0.103944   0.00577      -56.52664      -56.52087
 1351.0000  L 1     -0.438972 -0.098589   0.00519      -56.52606      -56.52087
 1351.2500  L 1     -0.462904 -0.092802   0.00464      -56.52551      -56.52087
 1351.5000  L 1     -0.485340 -0.086618   0.00414      -56.52501      -56.52087
 1351.7500  L 1     -0.506183 -0.080075   0.00369      -56.52456      -56.52087
 1352.0000  L 1     -0.525350 -0.073214   0.00330      -56.52418      -56.52087
 1352.2500  L 1     -0.542767 -0.066082   0.00297      -56.52384      -56.52087
 1352.5000  L 1     -0.558372 -0.058727   0.00269      -56.52357      -56.52087
 1352.7500  L 1     -0.572116 -0.051202   0.00246      -56.52333      -56.52087
 1353.0000  L 1     -0.583964 -0.043560   0.00226      -56.52313      -56.52087
 1353.2500  L 1     -0.593891 -0.035856   0.00208      -56.52295      -56.52087
 1353.5000  L 1     -0.601890 -0.028142   0.00192      -56.52279      -56.52087
 1353.7500  L 1     -0.607965 -0.020472   0.00175      -56.52263      -56.52087
 1354.0000  L 1     -0.612133 -0.012895   0.00159      -56.52246      -56.52087
 1354.2500  L 1     -0.614424 -0.005457   0.00142      -56.52229      -56.52087
 1354.5000  L 1     -0.614876  0.001804   0.00124      -56.52212      -56.52087
 1354.7500  L 1     -0.613539  0.008853   0.00107      -56.52195      -56.52087
 1355.0000  L 1     -0.610470  0.015668   0.00092      -56.52180      -56.52087
 1355.2500  L 1     -0.605728  0.022231   0.00081      -56.52169      -56.52087
 1355.5000  L 1     -0.599378  0.028537   0.00076      -56.52163      -56.52087
 1355.7500  L 1     -0.591484  0.034583   0.00078      -56.52165      -56.52087
 1356.0000  L 1     -0.582109  0.040377   0.00090      -56.52177      -56.52087
 1356.2500  L 1     -0.571317  0.045933   0.00113      -56.52200      -56.52087
 1356.5000  L 1     -0.559162  0.051274   0.00147      -56.52234      -56.52087
 1356.7500  L 1     -0.545695  0.056425   0.00193      -56.52280      -56.52087
 1357.0000  L 1     -0.530963  0.061411   0.00249      -56.52336      -56.52087
 1357.2500  L 1     -0.515002  0.066252   0.00313      -56.52400      -56.52087
 1357.5000  L 1     -0.497847  0.070966   0.00382      -56.52470      -56.52087
 1357.7500  L 1     -0.479529  0.075563   0.00454      -56.52541      -56.52087
 1358.0000  L 1     -0.460076  0.080046   0.00525      -56.52612      -56.52087
 1358.2500  L 1     -0.439517  0.084411   0.00591      -56.52679      -56.52087
 1358.5000  L 1     -0.417883  0.088646   0.00651      -56.52738      -56.52087
 1358.7500  L 1     -0.395208  0.092735   0.00702      -56.52789      -56.52087
 1359.0000  L 1     -0.371531  0.096656   0.00743      -56.52830      -56.52087
 1359.2500  L 1     -0.346898  0.100383   0.00773      -56.52860      -56.52087
 1359.5000  L 1     -0.321359  0.103891   0.00793      -56.52881      -56.52087
 1359.7500  L 1     -0.294974  0.107152   0.00804      -56.52892      -56.52087
 1360.0000  L 1     -0.267807  0.110140   0.00808      -56.52895      -56.52087
 1360.2500  L 1     -0.239930  0.112833   0.00806      -56.52894      -56.52087
 1360.5000  L 1     -0.211418  0.115211   0.00801      -56.52889      -56.52087
 1360.7500  L 1     -0.182352  0.117258   0.00795      -56.52883      -56.52087
 1361.0000  L 1     -0.152818  0.118962   0.00790      -56.52878      -56.52087
 1361.2500  L 1     -0.122901  0.120316   0.00788      -56.52875      -56.52087
 1361.5000  L 1     -0.092690  0.121319   0.00788      -56.52876      -56.52087
 1361.7500  L 1     -0.062271  0.121971   0.00793      -56.52881      -56.52087
 1362.0000  L 1     -0.031733  0.122282   0.00803      -56.52890      -56.52087
 1362.2500  L 1     -0.001158  0.122262   0.00815      -56.52903      -56.52087
 1362.5000  L 1      0.029372  0.121927   0.00830      -56.52918      -56.52087
 1362.7500  L 1      0.059781  0.121299   0.00846      -56.52934      -56.52087
 1363.0000  L 1      0.089999  0.120403   0.00861      -56.52948      -56.52087
 1363.2500  L 1      0.119962  0.119266   0.00872      -56.52959      -56.52087
 1363.5000  L 1      0.149614  0.117923   0.00878      -56.52965      -56.52087
 1363.7500  L 1      0.178908  0.116407   0.00876      -56.52964      -56.52087
 1364.0000  L 1      0.207805  0.114758   0.00866      -56.52954      -56.52087
 1364.2500  L 1      0.236278  0.113013   0.00847      -56.52934      -56.52087
 1364.5000  L 1      0.264306  0.111213   0.00818      -56.52906      -56.52087
 1364.7500  L 1      0.291881  0.109393   0.00782      -56.52869      -56.52087
 1365.0000  L 1      0.319002  0.107590   0.00739      -56.52827      -56.52087
 1365.2500  L 1      0.345678  0.105832   0.00694      -56.52781      -56.52087
 1365.5000  L 1      0.371922  0.104144   0.00648      -56.52735      -56.52087
 1365.7500  L 1      0.397755  0.102540   0.00604      -56.52692      -56.52087
 1366.0000  L 1      0.423199  0.101029   0.00567      -56.52654      -56.52087
 1366.2500  L 1      0.448276  0.099609   0.00537      -56.52624      -56.52087
 1366.5000  L 1      0.473010  0.098269   0.00516      -56.52603      -56.52087
 1366.7500  L 1      0.497416  0.096993   0.00503      -56.52590      -56.52087
 1367.0000  L 1      0.521510  0.095757   0.00498      -56.52585      -56.52087
 1367.2500  L 1      0.545296  0.094531   0.00498      -56.52586      -56.52087
 1367.5000  L 1      0.568774  0.093283   0.00501      -56.52589      -56.52087
 1367.7500  L 1      0.591933  0.091981   0.00504      -56.52591      -56.52087
 1368.0000  L 1      0.614756  0.090594   0.00504      -56.52591      -56.52087
 1368.2500  L 1      0.637219  0.089093   0.00498      -56.52586      -56.52087
 1368.5000  L 1      0.659290  0.087457   0.00487      -56.52574      -56.52087
 1368.7500  L 1      0.680933  0.085668   0.00468      -56.52555      -56.52087
 1369.0000  L 1      0.702109  0.083719   0.00442      -56.52530      -56.52087
 1369.2500  L 1      0.722777  0.081606   0.00412      -56.52499      -56.52087
 1369.5000  L 1      0.742897  0.079337   0.00378      -56.52465      -56.52087
 1369.7500  L 1      0.762432  0.076923   0.00343      -56.52430      -56.52087
 1370.0000  L 1      0.781347  0.074383   0.00309      -56.52396      -56.52087
 1370.2500  L 1      0.799614  0.071743   0.00279      -56.52366      -56.52087
 1370.5000  L 1      0.817212  0.069032   0.00254      -56.52341      -56.52087
 1370.7500  L 1      0.834127  0.066286   0.00237      -56.52324      -56.52087
 1371.0000  L 1      0.850355  0.063541   0.00228      -56.52315      -56.52087
 1371.2500  L 1      0.865901  0.060842   0.00227      -56.52314      -56.52087
 1371.5000  L 1      0.880783  0.058232   0.00234      -56.52321      -56.52087
 1371.7500  L 1      0.895028  0.055757   0.00247      -56.52335      -56.52087
 1372.0000  L 1      0.908677  0.053466   0.00265      -56.52352      -56.52087
 1372.2500  L 1      0.921780  0.051405   0.00285      -56.52373      -56.52087
 1372.5000  L 1      0.934402  0.049624   0.00305      -56.52393      -56.52087
 1372.7500  L 1      0.946618  0.048165   0.00323      -56.52410      -56.52087
 1373.0000  L 1      0.958514  0.047073   0.00335      -56.52422      -56.52087
 1373.2500  L 1      0.970187  0.046383   0.00340      -56.52428      -56.52087
 1373.5000  L 1      0.981740  0.046124   0.00338      -56.52426      -56.52087
 1373.7500  L 1      0.993285  0.046319   0.00328      -56.52416      -56.52087
 1374.0000  L 1      1.004936  0.046975   0.00312      -56.52399      -56.52087
 1374.2500  L 1      1.016809  0.048089   0.00290      -56.52378      -56.52087
 1374.5000  L 1      1.029015  0.049644   0.00266      -56.52354      -56.52087
 1374.7500  L 1      1.041662  0.051604   0.00244      -56.52331      -56.52087
 1375.0000  L 1      1.054844  0.053921   0.00224      -56.52312      -56.52087
 1375.2500  L 1      1.068644  0.056531   0.00212      -56.52299      -56.52087
 1375.5000  L 1      1.083126  0.059360   0.00208      -56.52295      -56.52087
 1375.7500  L 1      1.098335  0.062324   0.00214      -56.52301      -56.52087
 1376.0000  L 1      1.114292  0.065337   0.00228      -56.52315      -56.52087
 1376.2500  L 1      1.131000  0.068310   0.00250      -56.52337      -56.52087
 1376.5000  L 1      1.148437  0.071160   0.00278      -56.52365      -56.52087
 1376.7500  L 1      1.166563  0.073807   0.00307      -56.52394      -56.52087
 1377.0000  L 1      1.185318  0.076181   0.00336      -56.52423      -56.52087
 1377.2500  L 1      1.204625  0.078227   0.00361      -56.52448      -56.52087
 1377.5000  L 1      1.224399  0.079901   0.00380      -56.52468      -56.52087
 1377.7500  L 1      1.244541  0.081176   0.00392      -56.52480      -56.52087
 1378.0000  L 1      1.264951  0.082038   0.00397      -56.52484      -56.52087
 1378.2500  L 1      1.285524  0.082489   0.00394      -56.52481      -56.52087
 1378.5000  L 1      1.306160  0.082542   0.00385      -56.52473      -56.52087
 1378.7500  L 1      1.326763  0.082225   0.00373      -56.52460      -56.52087
 1379.0000  L 1      1.347243  0.081572   0.00359      -56.52447      -56.52087
 1379.2500  L 1      1.367524  0.080629   0.00347      -56.52434      -56.52087
 1379.5000  L 1      1.387537  0.079448   0.00338      -56.52425      -56.52087
 1379.7500  L 1      1.407232  0.078085   0.00335      -56.52422      -56.52087
 1380.0000  L 1      1.426570  0.076605   0.00339      -56.52427      -56.52087
 1380.2500  L 1      1.445530  0.075072   0.00352      -56.52439      -56.52087
 1380.5000  L 1      1.464108  0.073557   0.00372      -56.52460      -56.52087
 1380.7500  L 1      1.482316  0.072129   0.00401      -56.52488      -56.52087
 1381.0000  L 1      1.500185  0.070862   0.00436      -56.52524      -56.52087
 1381.2500  L 1      1.517766  0.069827   0.00477      -56.52564      -56.52087
 1381.5000  L 1      1.535124  0.069095   0.00520      -56.52608      -56.52087
 1381.7500  L 1      1.552344  0.068735   0.00564      -56.52651      -56.52087
 1382.0000  L 1      1.569527  0.068812   0.00606      -56.52693      -56.52087
 1382.2500  L 1      1.586790  0.069381   0.00644      -56.52732      -56.52087
 1382.5000  L 1      1.604262  0.070491   0.00677      -56.52764      -56.52087
 1382.7500  L 1      1.622082  0.072177   0.00702      -56.52790      -56.52087
 1383.0000  L 1      1.640398  0.074458   0.00721      -56.52809      -56.52087
 1383.2500  L 1      1.659359  0.077334   0.00734      -56.52822      -56.52087
 1383.5000  L 1      1.679111  0.080784   0.00742      -56.52829      -56.52087
 1383.7500  L 1      1.699793  0.084763   0.00747      -56.52834      -56.52087
 1384.0000  L 1      1.721529  0.089203   0.00752      -56.52839      -56.52087
 1384.2500  L 1      1.744423  0.094008   0.00758      -56.52845      -56.52087
 1384.5000  L 1      1.768553  0.099063   0.00768      -56.52856      -56.52087
 1384.7500  L 1      1.793964  0.104234   0.00784      -56.52871      -56.52087
 1385.0000  L 1      1.820667  0.109372   0.00805      -56.52892      -56.52087
 1385.2500  L 1      1.848634  0.114323   0.00831      -56.52918      -56.52087
 1385.5000  L 1      1.877800  0.118930   0.00861      -56.52948      -56.52087
 1385.7500  L 1      1.908059  0.123045   0.00892      -56.52979      -56.52087
 1386.0000  L 1      1.939271  0.126528   0.00921      -56.53008      -56.52087
 1386.2500  L 1      1.971261  0.129259   0.00946      -56.53033      -56.52087
 1386.5000  L 1      2.003829  0.131139   0.00964      -56.53051      -56.52087
 1386.7500  L 1      2.036753  0.132091   0.00973      -56.53060      -56.52087
 1387.0000  L 1      2.069793  0.132064   0.00971      -56.53058      -56.52087
 1387.2500  L 1      2.102701  0.131032   0.00958      -56.53045      -56.52087
 1387.5000  L 1      2.135225  0.128991   0.00933      -56.53020      -56.52087
 1387.7500  L 1      2.167113  0.125958   0.00899      -56.52986      -56.52087
 1388.0000  L 1      2.198123  0.121971   0.00856      -56.52943      -56.52087
 1388.2500  L 1      2.228023  0.117084   0.00806      -56.52894      -56.52087
 1388.5000  L 1      2.256596  0.111364   0.00753      -56.52840      -56.52087
 1388.7500  L 1      2.283642  0.104891   0.00698      -56.52785      -56.52087
 1389.0000  L 1      2.308986  0.097756   0.00643      -56.52731      -56.52087
 1389.2500  L 1      2.332472  0.090054   0.00591      -56.52678      -56.52087
 1389.5000  L 1      2.353974  0.081889   0.00543      -56.52630      -56.52087
 1389.7500  L 1      2.373387  0.073371   0.00499      -56.52587      -56.52087
 1390.0000  L 1      2.390639  0.064610   0.00462      -56.52549      -56.52087
 1390.2500  L 1      2.405682  0.055723   0.00429      -56.52516      -56.52087
 1390.5000  L 1      2.418499  0.046826   0.00402      -56.52489      -56.52087
 1390.7500  L 1      2.429103  0.038036   0.00379      -56.52466      -56.52087
 1391.0000  L 1      2.437536  0.029471   0.00358      -56.52445      -56.52087
 1391.2500  L 1      2.443867  0.021243   0.00339      -56.52426      -56.52087
 1391.5000  L 1      2.448194  0.013463   0.00319      -56.52407      -56.52087
 1391.7500  L 1      2.450644  0.006233   0.00298      -56.52386      -56.52087
 1392.0000  L 1      2.451364 -0.000357   0.00275      -56.52362      -56.52087
 1392.2500  L 1      2.450525 -0.006229   0.00247      -56.52335      -56.52087
 1392.5000  L 1      2.448314 -0.011320   0.00216      -56.52304      -56.52087
 1392.7500  L 1      2.444933 -0.015592   0.00183      -56.52270      -56.52087
 1393.0000  L 1      2.440588 -0.019029   0.00147      -56.52235      -56.52087
 1393.2500  L 1      2.435487 -0.021643   0.00113      -56.52200      -56.52087
 1393.5000  L 1      2.429832 -0.023473   0.00081      -56.52168      -56.52087
 1393.7500  L 1      2.423812 -0.024589   0.00056      -56.52143      -56.52087
 1394.0000  L 1      2.417592 -0.025090   0.00039      -56.52126      -56.52087
 1394.2500  L 1      2.411313 -0.025092   0.00034      -56.52121      -56.52087
 1394.5000  L 1      2.405081 -0.024726   0.00042      -56.52129      -56.52087
 1394.7500  L 1      2.398969 -0.024145   0.00064      -56.52152      -56.52087
 1395.0000  L 1      2.393011 -0.023522   0.00101      -56.52188      -56.52087
 1395.2500  L 1      2.387198 -0.023017   0.00151      -56.52238      -56.52087
 1395.5000  L 1      2.381481 -0.022782   0.00211      -56.52298      -56.52087
 1395.7500  L 1      2.375774 -0.022952   0.00278      -56.52365      -56.52087
 1396.0000  L 1      2.369962 -0.023639   0.00349      -56.52436      -56.52087
 1396.2500  L 1      2.363905 -0.024929   0.00420      -56.52507      -56.52087
 1396.5000  L 1      2.357444 -0.026880   0.00488      -56.52575      -56.52087
 1396.7500  L 1      2.350410 -0.029521   0.00549      -56.52636      -56.52087
 1397.0000  L 1      2.342628 -0.032855   0.00601      -56.52689      -56.52087
 1397.2500  L 1      2.333928 -0.036859   0.00644      -56.52731      -56.52087
 1397.5000  L 1      2.324148 -0.041489   0.00676      -56.52763      -56.52087
 1397.7500  L 1      2.313138 -0.046682   0.00699      -56.52786      -56.52087
 1398.0000  L 1      2.300768 -0.052361   0.00713      -56.52800      -56.52087
 1398.2500  L 1      2.286926 -0.058439   0.00721      -56.52808      -56.52087
 1398.5000  L 1      2.271524 -0.064819   0.00724      -56.52811      -56.52087
 1398.7500  L 1      2.254500 -0.071403   0.00725      -56.52812      -56.52087
 1399.0000  L 1      2.235815 -0.078086   0.00726      -56.52813      -56.52087
 1399.2500  L 1      2.215458 -0.084765   0.00728      -56.52816      -56.52087
 1399.5000  L 1      2.193442 -0.091338   0.00735      -56.52822      -56.52087
 1399.7500  L 1      2.169807 -0.097702   0.00746      -56.52833      -56.52087
 1400.0000  L 1      2.144617 -0.103759   0.00761      -56.52849      -56.52087
 1400.2500  L 1      2.117962 -0.109415   0.00782      -56.52869      -56.52087
 1400.5000  L 1      2.089952 -0.114576   0.00806      -56.52893      -56.52087
 1400.7500  L 1      2.060722 -0.119159   0.00832      -56.52919      -56.52087
 1401.0000  L 1      2.030428 -0.123081   0.00859      -56.52946      -56.52087
 1401.2500  L 1      1.999243 -0.126272   0.00883      -56.52971      -56.52087
 1401.5000  L 1      1.967358 -0.128667   0.00904      -56.52991      -56.52087
 1401.7500  L 1      1.934980 -0.130215   0.00917      -56.53004      -56.52087
 1402.0000  L 1      1.902325 -0.130879   0.00921      -56.53009      -56.52087
 1402.2500  L 1      1.869617 -0.130638   0.00916      -56.53003      -56.52087
 1402.5000  L 1      1.837083 -0.129489   0.00899      -56.52986      -56.52087
 1402.7500  L 1      1.804947 -0.127453   0.00871      -56.52959      -56.52087
 1403.0000  L 1      1.773428 -0.124572   0.00835      -56.52922      -56.52087
 1403.2500  L 1      1.742728 -0.120912   0.00791      -56.52878      -56.52087
 1403.5000  L 1      1.713030 -0.116565   0.00743      -56.52830      -56.52087
 1403.7500  L 1      1.684494 -0.111641   0.00695      -56.52782      -56.52087
 1404.0000  L 1      1.657247 -0.106273   0.00650      -56.52737      -56.52087
 1404.2500  L 1      1.631383 -0.100605   0.00611      -56.52698      -56.52087
 1404.5000  L 1      1.606957 -0.094790   0.00581      -56.52668      -56.52087
 1404.7500  L 1      1.583987 -0.088981   0.00560      -56.52647      -56.52087
 1405.0000  L 1      1.562453 -0.083330   0.00548      -56.52635      -56.52087
 1405.2500  L 1      1.542298 -0.077971   0.00545      -56.52632      -56.52087
 1405.5000  L 1      1.523434 -0.073023   0.00546      -56.52634      -56.52087
 1405.7500  L 1      1.505745 -0.068583   0.00550      -56.52638      -56.52087
 1406.0000  L 1      1.489095 -0.064722   0.00553      -56.52641      -56.52087
 1406.2500  L 1      1.473333 -0.061486   0.00553      -56.52640      -56.52087
 1406.5000  L 1      1.458300 -0.058899   0.00546      -56.52633      -56.52087
 1406.7500  L 1      1.443832 -0.056961   0.00531      -56.52619      -56.52087
 1407.0000  L 1      1.429769 -0.055653   0.00509      -56.52596      -56.52087
 1407.2500  L 1      1.415958 -0.054941   0.00479      -56.52566      -56.52087
 1407.5000  L 1      1.402255 -0.054776   0.00443      -56.52530      -56.52087
 1407.7500  L 1      1.388530 -0.055102   0.00404      -56.52491      -56.52087
 1408.0000  L 1      1.374670 -0.055854   0.00363      -56.52451      -56.52087
 1408.2500  L 1      1.360575 -0.056963   0.00325      -56.52412      -56.52087
 1408.5000  L 1      1.346165 -0.058357   0.00291      -56.52378      -56.52087
 1408.7500  L 1      1.331379 -0.059964   0.00263      -56.52350      -56.52087
